WDPAID,NAME,CONTINENT,COUNTRY,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,?,MEAN_VISITATION,SOURCE,NOTES,,,,,,,,,,,,,,
7498,Seitsemisen kansallispuisto,Europe,Finland,,,,,,,37000,40000,40000,40000,,44000,44500,45500,40500,37500,37600,39700,41000,,,,42000,,,40715.38,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
555587632,Teijon kansallispuisto,Europe,Finland,,,,,,,,,,,,80500,75000,75000,72000,74500,71300,69600,67600,,,,,,,73187.5,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
175211,Repoveden kansallispuisto,Europe,Finland,,,,,,,,65000,65000,65000,69000,70000,75500,74500,76500,78500,89200,93200,98200,,,,,,,76633.33,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
555550496,Sipoonkorven kansallispuisto,Europe,Finland,,,,,,,,,,,,,,,,75500,95000,96400,75200,,,,,,,85525,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
657,Pyhä-Luoston kansallispuisto,Europe,Finland,,,,,,,,,,95000,103500,109500,114000,128000,119000,118500,109400,105500,,,,,,,,111377.78,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
40926,Kolin kansallispuisto,Europe,Finland,,,,,,,,,,,,,110000,127500,138500,143500,125600,140600,135200,,,,,,,131557.14,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
101965,Nuuksion kansallispuisto,Europe,Finland,,,,,,100000,,100000,100000,110000,,170000,175500,179500,178000,197000,183400,267400,285200,,,,142000,,,168307.69,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
656,Oulangan kansallispuisto,Europe,Finland,,,,,,,162000,165000,173000,173500,183500,185500,163000,165500,169000,171500,162400,174600,,,,,,,,170708.33,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
2561,Urho Kekkosen kansallispuisto,Europe,Finland,,,,,,,150000,160000,160000,165000,,180000,252000,289000,287500,277000,300400,292600,288600,,,,170000,,,228623.08,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
655,Pallas-Yllästunturin kansallispuisto,Europe,Finland,,,,,,,,,,300000,310000,312000,329500,419000,436000,435500,473000,488400,,,,,,,,389266.67,https://julkaisut.metsa.fi/julkaisut/?Text=Natural%20Heritage%20Services%20Annual%20Report&col=3&dir=DESC (accessed 30/04/20),,,,,,,,,,,,,,,
664,Mercantour,Europe,France,,,,,800000,427226,,,,,,,,,,,,,,,,,,,,613613,Wiederwald et al. (2000),,,,,,,,,,,,,,,
661,Vanoise,Europe,France,,,,,400000,366000,,,,,,,,,,,,,,,,,,,,383000,Wiederwald et al. (2000),,,,,,,,,,,,,,,
659,Ecrins,Europe,France,,,,,800000,750000,,,,,,,,,,,,,,,,,,,,775000,Wiederwald et al. (2000),,,,,,,,,,,,,,,
668,Berchtesgaden,Europe,Germany,,,,,,,1129538,,,,,,,,,,,,,,,,,,,1129538,Job et al. (2010),,,,,,,,,,,,,,,
318076,Eifel,Europe,Germany,,,,,,,,,,,,450000,,,,,,,,,,,,,,450000,Job et al. (2010),,,,,,,,,,,,,,,
148534,Hainich,Europe,Germany,,,,,,,,,,,,290000,,,,,,,,,,,,,,290000,Job et al. (2010),,,,,,,,,,,,,,,
318077,Kellerwald-Edersee,Europe,Germany,,,,,,,,,,,,200000,,,,,,,,,,,,,,200000,Job et al. (2010),,,,,,,,,,,,,,,
32666,Sächsische Schweiz,Europe,Germany,,,,,,,,,,,,,,1712000,,,,,,,,,,,,1712000,Job & Stein (2010),,,,,,,,,,,,,,,
102224,Unteres Odertal,Europe,Germany,,,,,,,,,,,,,206000,,,,,,,,,,,,,206000,Rein et al. (2008),,,,,,,,,,,,,,,
670,Digya,Africa,Ghana,,,,,,,,,,,,10,51,,,,,,,,,,,,,30.5,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
5153,Gbele,Africa,Ghana,,,,,,,,,,,,57,55,,,,,,,,,,,,,56,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
5155,Bomfobiri,Africa,Ghana,,,,,,,,,,,,95,81,,,,,,,,,,,,,88,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
5154,Owabi,Africa,Ghana,,,,,,,,,,,,,98,,,,,,,,,,,,,98,"Jachmann, Blanc and Wiafe (2011)",,,,,,,,,,,,,,,
5152,Kalakpa,Africa,Ghana,,,,,,,,,,,,100,131,,,,,,,,,,,,,115.5,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
671,Bui,Africa,Ghana,,,,,,,,,,,,255,280,,,,,,,,,,,,,267.5,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
5151,Shai Hills,Africa,Ghana,,,,,,,,,,,,9626,8673,,,,,,,,,,,,,9149.5,"Jachmann, Blanc and Wiafe (2011); Balmford et al. (2015)",,,,,,,,,,,,,,,
669,Mole,Africa,Ghana,,,5604,5093,5425,5754,7295,7904,10427,12522,12734,13734,16811,,,,,,,,,,,,,9391.18,"Jachmann, Blanc and Wiafe (2011); Kuuder et al. (2013); Balmford et al. (2015)",,,,,,,,,,,,,,,
26460,Kakum,Africa,Ghana,,,,,,,,,,,,,90843,,,,,,,,,,,,,90843,"Jachmann, Blanc and Wiafe (2011)",,,,,,,,,,,,,,,
178327,_rségi,Europe,Hungary,,,,,,,,,,,,,,,,,,51648,,,,,,,,51648,Magyar & Sulyok (2014),,,,,,,,,,,,,,,
178324,Balaton-felvidéki,Europe,Hungary,,,,,,,,2000000,,,,,,,,,,,,,,,,,,2000000,Benkhard (2004),,,,,,,,,,,,,,,
178325,Duna-Ipoly,Europe,Hungary,,,,,,,,1500000,,,,,,,,,,,,,,,,,,1500000,Benkhard (2004),,,,,,,,,,,,,,,
9566,Fert_-Hansági,Europe,Hungary,,,,,,,,300000,,,,,,,,,,,,,,,,,,300000,Benkhard (2004),,,,,,,,,,,,,,,
679,Hortobágyi,Europe,Hungary,,,,,,200000,,,,,,,,,,,,,,,,,,,,200000,Kar�csonyi et al. (2002),,,,,,,,,,,,,,,
178326,Körös-Maros,Europe,Hungary,,,,,,,,80000,,,,,,,,,,,,,,,,,,80000,Benkhard (2004),,,,,,,,,,,,,,,
684,Thingvellir,Europe,Iceland,,,,,,,,,,,,,,,,,,,,,1200000,,,,,1200000,Nordic Council of Ministers (2019),,,,,,,,,,,,,,,
4126,Bhadra,Asia,India,,,,,,,,,1316,,,,,,,,,,,,,,,,,1316,Karanth & DeFries (2011),,,,,,,,,,,,,,,
9229,Valley Of Flowers,Asia,India,,,420,750,1220,2900,2970,4450,4850,,,,,,,,,,,,,,,,,2508.57,Naicker (2005),,,,,,,,,,,,,,,
1847,Jaldapara,Asia,India,,,,,,,,,2778,,,,,,,,,,,,,,,,,2778,Martin (2006),,,,,,,,,,,,,,,
699,Bandhavgarh,Asia,India,,,,,,,,,25306,,,,,,,,,,,,,,,,,25306,Karanth & DeFries (2011),,,,,,,,,,,,,,,
19701,Melghat,Asia,India,,,,,,,,,26997,,,,,,,,,,,,,,,,,26997,Project Tiger (2005),,,,,,,,,,,,,,,
10244,Panna,Asia,India,,,,,,,,,26997,,,,,,,,,,,,,,,,,26997,Project Tiger (2005),,,,,,,,,,,,,,,
9248,Ken Gharial,Asia,India,,,,,,,,,32069,,,,,,,,,,,,,,,,,32069,Karanth & DeFries (2011),,,,,,,,,,,,,,,
694,Pench,Asia,India,,,,,,,,,32146,,,,,,,,,,,,,,,,,32146,Karanth & DeFries (2011),,,,,,,,,,,,,,,
4128,Rajiv Gandhi (Nagarhole),Asia,India,,,,,,,,,36844,,,,,,,,,,,,,,,,,36844,Karanth & DeFries (2011),,,,,,,,,,,,,,,
10255,Sariska,Asia,India,,,,,,,,,49451,,,,,,,,,,,,,,,,,49451,Project Tiger (2005),,,,,,,,,,,,,,,
1808,Ranthambhore,Asia,India,,,,,,,,54817,48653,,,,,,,,,,,,,,,,,51735,Balmford et al. (2015),,,,,,,,,,,,,,,
4127,Bandipur,Asia,India,,,,,,,,,51986,,,,,,,,,,,,,,,,,51986,Project Tiger (2005),,,,,,,,,,,,,,,
692,Kaziranga,Asia,India,,,19525,19248,39319,52336,46306,61866,61637,72873,77073,,106051,,,,,,,,,,,,,55623.4,Balmford et al. (2015); Hussain et al. (2012),,,,,,,,,,,,,,,
9960,Sundarban,Asia,India,,,,,,,,,60000,,,,,,,,,,,,,,,,,60000,Thorsell & Sigaty (1998); Project Tiger (2005),,,,,,,,,,,,,,,
686,Kanha,Asia,India,,,,,,,,,70464,,,,,,,,,,,,,,,,,70464,Project Tiger (2005),,,,,,,,,,,,,,,
1826,Kalakad,Asia,India,,,,,,,,,70807,,,,,,,,,,,,,,,,,70807,Project Tiger (2005),,,,,,,,,,,,,,,
1814,Mudumalai,Asia,India,,,,,,,,,94484,,,,,,,,,,,,,,,,,94484,Karanth & DeFries (2011),,,,,,,,,,,,,,,
690,Corbett,Asia,India,,,,,,,,,95220,,,,,,,,,,,,,,,,,95220,Project Tiger (2005),,,,,,,,,,,,,,,
9291,Satpura,Asia,India,,,,,,,,,162785,,,,,,,,,,,,,,,,,162785,Project Tiger (2005),,,,,,,,,,,,,,,
1792,Periyar,Asia,India,,,,,,,,,415373,,,,,,,,,,,,,,,,,415373,Project Tiger (2005),,,,,,,,,,,,,,,
317259,Danau Sentarum,Asia,Indonesia,,,,,,,,,13,,,,,,,,,,,,,,,,,13,Balmford et al. (2015),,,,,,,,,,,,,,,
1500,Lorentz,Asia,Indonesia,,,,,,2,9,,32,,,,,,,,,,,,,,,,,14.33,Balmford et al. (2015),,,,,,,,,,,,,,,
3237,Lore Lindu,Asia,Indonesia,,,,,,,,,39,,,,,,,,,,,,,,,,,39,Balmford et al. (2015),,,,,,,,,,,,,,,
17972,Siberut,Asia,Indonesia,,,,,,49,,,,,,,,,,,,,,,,,,,,49,Balmford et al. (2015),,,,,,,,,,,,,,,
8673,Betung Kerihun,Asia,Indonesia,,,,,,130,,18,55,50,,,,,,,,,,,,,,,,63.25,Balmford et al. (2015),,,,,,,,,,,,,,,
62621,Bogani Nani Wartabone,Asia,Indonesia,,,,,,500,,,32,540,,,,,,,,,,,,,,,,357.33,Balmford et al. (2015),,,,,,,,,,,,,,,
20378,Gunung Palung,Asia,Indonesia,,,,,,1223,167,81,4,,,,,,,,,,,,,,,,,368.75,Balmford et al. (2015),,,,,,,,,,,,,,,
4994,Kerinci Seblat,Asia,Indonesia,,,,,,1704,,1127,,,,,,,,,,,,,,,,,,1415.5,Balmford et al. (2015),,,,,,,,,,,,,,,
62567,Kelimutu,Asia,Indonesia,,,,,,6466,1152,6674,1419,5749,,,,,,,,,,,,,,,,4292,Balmford et al. (2015),,,,,,,,,,,,,,,
1496,Gunung Halimun - Salak,Asia,Indonesia,,,,,,4888,9589,3031,4308,3149,,,,,,,,,,,,,,,,4993,Balmford et al. (2015),,,,,,,,,,,,,,,
1251,Gunung Leuser,Asia,Indonesia,,,,,,9352,,,,,,,,,,,,,,,,,,,,9352,Balmford et al. (2015),,,,,,,,,,,,,,,
1928,Alas Purwo,Asia,Indonesia,,,,,,11580,2048,8624,17614,11643,,,,,,,,,,,,,,,,10301.8,Balmford et al. (2015),,,,,,,,,,,,,,,
8559,Gunung Ciremai,Asia,Indonesia,,,,,,,,,,28540,,,,,,,,,,,,,,,,28540,Balmford et al. (2015),,,,,,,,,,,,,,,
1930,Gunung Rinjani,Asia,Indonesia,,,,,,56681,63799,27945,,86971,,,,,,,,,,,,,,,,58849,Balmford et al. (2015),,,,,,,,,,,,,,,
2350,Gunung Gede - Pangrango,Asia,Indonesia,,,,,,129285,52174,6476,57329,,,,,,,,,,,,,,,,,61316,Balmford et al. (2015),,,,,,,,,,,,,,,
1269,Bromo Tengger Semeru,Asia,Indonesia,,,130620,141135,,76590,155846,101727,13235,86669,,,,,,,,,,,,,,,,100831.71,Cochrane (2003); Balmford et al. (2015),,,,,,,,,,,,,,,
5887,Riserva naturale Vincheto di Cellarda,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,8000,8000,Tempesta et al. (2002),,,,,,,,,,,,,,,
178752,Riserva naturale della Valle Canal Novo,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,12850,12850,Tempesta et al. (2002),,,,,,,,,,,,,,,
178854,Riserva naturale della Foce dell' Isonzo,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,31000,31000,Tempesta et al. (2002),,,,,,,,,,,,,,,
32703,Parco naturale regionale delle Dolomiti d'Ampezzo,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,54000,54000,Tempesta et al. (2002),,,,,,,,,,,,,,,
6181,Parco nazionale delle Dolomiti Bellunesi,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,202500,202500,Wiederwald et al. (2000); Tempesta et al. (2002),,,,,,,,,,,,,,,
178782,Parco nazionale dell'Appennino Tosco-Emiliano,Europe,Italy,,,,,,,,,,23000,30000,,,,,,,,,,,,,,,26500,Sanesi et al. (2008),,,,,,,,,,,,,,,
178972,Parco naturale delle Dolomiti Friulane,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,220267,220267,Wiederwald et al. (2000),,,,,,,,,,,,,,,
64511,"Parco nazionale delle Foreste Casentinesi, Monte Falterona e Campigna",Europe,Italy,,,,,,,,,,85817,67979,,,,,,,,,,,,,,,76898,Sanesi et al. (2008),,,,,,,,,,,,,,,
718,Parco nazionale del Gran Paradiso,Europe,Italy,,,170000,,,,,,,,,,,,,,,,,,,,,,,170000,Sanesi et al. (2008),,,,,,,,,,,,,,,
26609,Parco naturale della Maremma,Europe,Italy,,,,,,,,,,64810,64058,,,,,,,,,,,,,,,64434,Sanesi et al. (2008),,,,,,,,,,,,,,,
32671,Parco nazionale dei Monti Sibillini,Europe,Italy,,,,,,,,500000,,,,,,,,,,,,,,,,,,500000,Taylor (2004),,,,,,,,,,,,,,,
719,"Parco nazionale Abruzzo, Lazio e Molise",Europe,Italy,,,,,,5368202,,,,,,,,,,,,,,,,,,,,5368202,Taylor (2004),,,,,,,,,,,,,,,
178980,Parco naturale delle Prealpi Giulie,Europe,Italy,,,,,,,,,,,,,,,,,,,,,,,,,430972,430972,Tempesta et al. (2002),,,,,,,,,,,,,,,
63645,Parco nazionale della Val Grande,Europe,Italy,,,,,,15000,,,,,,,,,,,,,,,,,,,,15000,Wiederwald et al. (2000),,,,,,,,,,,,,,,
2298,Samburu,Africa,Kenya,,,,,,,,,,,,,1710,18896,,,,,,,,,,,,10303,Levin et al. (2015),,,,,,,,,,,,,,,
755,Meru,Africa,Kenya,,,,,,,,,,,,,15900,15191,,,,,,,,,,,,15545.5,Levin et al. (2015),,,,,,,,,,,,,,,
759,Shimba Hills,Africa,Kenya,,,,,,,,,,,,,13527,19360,,,,,,,,,,,,16443.5,Levin et al. (2015),,,,,,,,,,,,,,,
757,Mt. Kenya,Africa,Kenya,,,,,,,,,,,,,21728,24969,,,,,,,,,,,,23348.5,Levin et al. (2015),,,,,,,,,,,,,,,
756,Aberdare,Africa,Kenya,,,,,,,,,,,,,26240,36718,,,,,,,,,,,,31479,Levin et al. (2015),,,,,,,,,,,,,,,
2300,Lake Bogoria,Africa,Kenya,,,,,,,,,,,,,50756,79456,,,,,,,,,,,,65106,Levin et al. (2015),,,,,,,,,,,,,,,
7506,Hell's Gate,Africa,Kenya,,,,,,,,,,,,,80048,87411,,,,,,,,,,,,83729.5,Levin et al. (2015),,,,,,,,,,,,,,,
19564,Tsavo West,Africa,Kenya,,,,,,,,,,,,,71240,102728,,,,,,,,,,,,86984,Levin et al. (2015),,,,,,,,,,,,,,,
761,Nairobi,Africa,Kenya,,,,,,,,,,,,,91841,102692,,,,,,,,,,,,97266.5,Levin et al. (2015),,,,,,,,,,,,,,,
1297,Masai Mara,Africa,Kenya,,,,,,,,,,,,,59565,157937,,,,,,,,,,,,108751,Levin et al. (2015),,,,,,,,,,,,,,,
758,Amboseli,Africa,Kenya,,,,,,,,,,,,,84680,132956,,,,,,,,,,,,108818,Levin et al. (2015),,,,,,,,,,,,,,,
752,Tsavo East,Africa,Kenya,,,,,,,,,,,,,110871,203795,,,,,,,,,,,,157333,Levin et al. (2015),,,,,,,,,,,,,,,
762,Lake Nakuru,Africa,Kenya,,,,,,,,,,,,,137683,189256,,,,,,,,,,,,163469.5,Levin et al. (2015),,,,,,,,,,,,,,,
5022,Analamerana,Africa,Madagascar,,,,,,,,,,,,11,,,,,,,,,,,,,,11,Balmford et al. (2015),,,,,,,,,,,,,,,
2314,Montagne d'Ambre,Africa,Madagascar,,,,,,,,,,,,12723,,,,,,,,,,,,,,12723,Balmford et al. (2015),,,,,,,,,,,,,,,
2320,Mwabvi,Africa,Malawi,,,,,,,102,69,375,198,,,,,,,,,,,,,,,,186,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
2315,Lengwe,Africa,Malawi,,,,,,,788,1207,918,1003,,,,,,,,,,,,,,,,979,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
780,Kasungu,Africa,Malawi,,,,,,,559,985,1149,1415,,,,,,,,,,,,,,,,1027,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
4648,Vwaza Marsh,Africa,Malawi,,,,,,,1126,1110,1235,1320,,,,,,,,,,,,,,,,1197.75,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
2318,Nkhota-Kota,Africa,Malawi,,,,,,,1556,2360,6587,7988,,,,,,,,,,,,,,,,4622.75,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
2317,Lake Malawi,Africa,Malawi,,,,,,,5780,5908,6061,8559,,,,,,,,,,,,,,,,6577,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
779,Nyika,Africa,Malawi,,,,,,,8735,8493,10953,12640,,,,,,,,,,,,,,,,10205.25,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
2316,Liwonde,Africa,Malawi,,,,,,,22004,1988,35000,37682,,,,,,,,,,,,,,,,24168.5,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
2319,Majete,Africa,Malawi,,,,,,,18045,26966,39897,43777,,,,,,,,,,,,,,,,32171.25,Zondiwe Tryson Ndhlocu (Department of National Parks and Wildlife of Malawi) pers. commun.,,,,,,,,,,,,,,,
9816,Loagan Bunut,Asia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,2974,,,2974,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
9815,Kubah,Asia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,5271,,,5271,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
12250,Batang Ai,Asia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,8750,,,8750,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
791,Niah,Asia,Malaysia,,,,,,,,,,,9000,,,,,,,,,,,,,,,9000,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
20453,Endau Rompin (Johor),Asia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,9439,,,9439,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
795,Tawau Hill Park,Asia,Malaysia,,,,,,,,,,,21250,,,,,,,,,,,,,,,21250,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
782,Taman Negara,Asia,Malaysia,,,,,,,,,,,65000,,,,,,,,,,,,,,,65000,Ministry of Natural Resources and Environment (2006),,,,,,,,,,,,,,,
785,Kinabalu,Asia,Malaysia,,,370000,,,,,,,,,,,,,,,,,,,,,,,370000,UNEP-WCMC (2011b),,,,,,,,,,,,,,,
103168,Yum Balam,Northern America,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,75000,75000,https://www.gob.mx/conanp,,,,,,,,,,,,,,,
1850,Sian Ka'an,Northern America,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,80000,80000,https://www.gob.mx/conanp,,,,,,,,,,,,,,,
5405,Palenque,Northern America,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,920000,920000,https://www.gob.mx/conanp,,,,,,,,,,,,,,,
11697,Sous Massa National Park,Africa,Morocco,,,,,,,,,,,,303026,,,,,,,,,,,,,,303026,Arnegger (2014),,,,,,,,,,,,,,,
7953,Khaptad,Asia,Nepal,,,,,,,,,,,,,29,2,12,22,6,,,,,,,,,14.2,Levin et al. (2015),,,,,,,,,,,,,,,
10087,Dhorpatan,Asia,Nepal,,,,,,,,,,,,,55,21,26,28,47,,,,,,,,,35.4,Levin et al. (2015),,,,,,,,,,,,,,,
555569937,Parsa - Buffer Zone,Asia,Nepal,,,,,,,,,,,,,,49,,14,48,,,,,,,,,37,Levin et al. (2015),,,,,,,,,,,,,,,
806,Rara,Asia,Nepal,,,,,,,,,,,,,104,146,135,174,49,,,,,,,,,121.6,Levin et al. (2015),,,,,,,,,,,,,,,
1309,Suklaphanta,Asia,Nepal,,,,,,,,,,,,,59,161,115,190,144,,,,,,,,,133.8,Levin et al. (2015),,,,,,,,,,,,,,,
1310,Koshi Tappu,Asia,Nepal,,,,,,,,,,,,,238,231,456,181,441,,,,,,,,,309.4,Levin et al. (2015),,,,,,,,,,,,,,,
7952,Shey-Phoksundo,Asia,Nepal,,,,,,,,,,,,,678,325,558,512,679,,,,,,,,,550.4,Levin et al. (2015),,,,,,,,,,,,,,,
26606,Makalu-Barun,Asia,Nepal,,,,,,,,,,,,,1371,1828,1323,1501,1520,,,,,,,,,1508.6,Levin et al. (2015),,,,,,,,,,,,,,,
1308,Bardia,Asia,Nepal,,,,,,,,,,,,,2790,3087,3727,4765,5760,,,,,,,,,4025.8,Levin et al. (2015),,,,,,,,,,,,,,,
803,Langtang,Asia,Nepal,,,,,,,,,,,,,9533,10535,10315,13838,12649,,,,,,,,,11374,Levin et al. (2015),,,,,,,,,,,,,,,
10910,Shivapuri-Nagarjun,Asia,Nepal,,,,,,,,,,,,,8344,11178,11798,15921,82935,,,,,,,,,26035.2,Levin et al. (2015),,,,,,,,,,,,,,,
804,Sagarmatha,Asia,Nepal,,,,,,,,,,,,,31201,29036,32084,34645,36518,,,,,,,,,32696.8,Levin et al. (2015),,,,,,,,,,,,,,,
805,Chitwan,Asia,Nepal,,,,,,,,,,,,,82723,78682,84518,122332,126484,,,,,,,,,98947.8,Levin et al. (2015),,,,,,,,,,,,,,,
10091,Annapurna,Asia,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,102570,102570,Levin et al. (2015),,,,,,,,,,,,,,,
331642,Weerribben-Wieden,Europe,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,2700000,2700000,Nordic Council of Ministers (2019),,,,,,,,,,,,,,,
331441,Nationaal beek- en esdorpenlandschap Drentsche Aa,Europe,Netherlands,,,,,,,1000000,,,,,,,,,,,,,,,,,,,1000000,Goossen et al. (2011),,,,,,,,,,,,,,,
331443,Dwingelderveld,Europe,Netherlands,,,,,,,,,,,,,,1800000,,,,,,,,,,,,1800000,Ligtenberg et al. (2008),,,,,,,,,,,,,,,
331632,De Hoge Veluwe,Europe,Netherlands,,,,,,,564000,680000,547000,525000,527205,527394,501055,518580,,,,,,,,,,,,548779.25,GOBT (2007-2010),,,,,,,,,,,,,,,
331641,Veluwezoom,Europe,Netherlands,,,,,,,,,,2000000,2010000,2025000,2035000,2040000,,,,,,,,,,,,2022000,GOBT (2010),,,,,,,,,,,,,,,
331643,Zuid-Kennemerland,Europe,Netherlands,,,,,,,,,,,,,2000000,,,,,,,,,,,,,2000000,Goossen et al. (2011),,,,,,,,,,,,,,,
304132,Frampton,Oceania,New Zealand,,,1782,2460,1310,5718,7424,,,13573,9087,,,,,,,,,,,,,,,5907.71,Balmford et al. (2015),,,,,,,,,,,,,,,
817,Abel Tasman,Oceania,New Zealand,,,,,,,,,190000,,,,,,,,,,,,,,,,,190000,Balmford et al. (2015),,,,,,,,,,,,,,,
827,Dovrefjell-Sunndalsfjella,Europe,Norway,,,,,,,,,,,,,,30000,,,,,,,,,,,,30000,Gundersen & Andersen (2010),,,,,,,,,,,,,,,
260,Tingo María,South America,Peru,,,,,,,,,23419,,,,,,,,,,,,,,,,,23419,Balmford et al. (2015),,,,,,,,,,,,,,,
250,de Paracas,South America,Peru,,,,,,,,,,,,,,92695,98923,133920,175971,200572,184587,223132,327952,304187,,,,193548.78,https://www.sernanp.gob.pe/documents/10181/374191/REPORTE+ANUAL++DE+VISITANTES+A+LAS+ANP+2009-2017.pdf/645c4a04-ee0c-41db-8e52-319dea54e862,,,,,,,,,,,,,,,
262,Machupicchu,South America,Peru,,,,,,,,,,,,,,165330,149507,235608,244166,198531,163734,165007,186018,272984,,,,197876.11,https://www.sernanp.gob.pe/documents/10181/374191/REPORTE+ANUAL++DE+VISITANTES+A+LAS+ANP+2009-2017.pdf/645c4a04-ee0c-41db-8e52-319dea54e862,,,,,,,,,,,,,,,
258,Huascarán,South America,Peru,,,,,109063,,,,,,,,,97349,111928,125517,141783,148898,180469,249159,261151,248736,,,,167405.3,Balmford et al. (2015); https://www.sernanp.gob.pe/documents/10181/374191/REPORTE+ANUAL++DE+VISITANTES+A+LAS+ANP+2009-2017.pdf/645c4a04-ee0c-41db-8e52-319dea54e862,,,,,,,,,,,,,,,
253,del Titicaca,South America,Peru,,,,,,,,,,,,,,104380,219137,184745,167548,173850,134037,150639,149689,163486,,,,160834.56,https://www.sernanp.gob.pe/documents/10181/374191/REPORTE+ANUAL++DE+VISITANTES+A+LAS+ANP+2009-2017.pdf/645c4a04-ee0c-41db-8e52-319dea54e862,,,,,,,,,,,,,,,
267,De la Pampa de Ayacucho,South America,Peru,,,,,,,,,,,,,,0,0,0,0,108667,124326,144910,128124,121474,,,,69722.33,https://www.sernanp.gob.pe/documents/10181/374191/REPORTE+ANUAL++DE+VISITANTES+A+LAS+ANP+2009-2017.pdf/645c4a04-ee0c-41db-8e52-319dea54e862,,,,,,,,,,,,,,,
